id,store_id,year_recorded,unit,civic_number,street_name,name,category,latitude,longitude
8201,345,2020,N/A,1754,W BROADWAY,Great Glasses,Comparison Goods,49.263382898713026,-123.14427078222364
8202,346,2020,102,1755,W BROADWAY,West Broadway Dentist,Service Commercial,49.26399304628837,-123.14487613480941
8203,351,2020,N/A,1780,W BROADWAY,Shoppers,Convenience Goods,49.263382898713026,-123.14427078222364
8204,354,2020,N/A,1795,W BROADWAY,Broadway Esso,Automotive Goods & Services,49.26400295713706,-123.14548968755187
8205,358,2020,N/A,1815,W BROADWAY,The Spy Store,Comparison Goods,49.26419801026311,-123.14610190962078
8206,361,2020,N/A,1822,W BROADWAY,Viet Flavour,Food & Beverage,49.26341775032223,-123.1464311622349
8207,364,2020,N/A,1830,W BROADWAY,Monsoon Studio,Service Commercial,49.26341775032223,-123.1464311622349
8208,368,2020,N/A,1852,W BROADWAY,Cloverdale Paint,Comparison Goods,49.26342773420212,-123.14706000196797
8209,371,2020,N/A,1868,W BROADWAY,Vacant,Vacant,49.26343106080879,-123.14726960976743
8210,376,2020,N/A,1896,W BROADWAY,Money Mart,Service Commercial,49.263441043721315,-123.14789845121379
8211,385,2020,N/A,1935,W BROADWAY,Vacant,Vacant,49.26405875151467,-123.1489895234628
8212,386,2020,N/A,1937,W BROADWAY,Tala hair,Service Commercial,49.26405875151467,-123.1489895234628
8213,387,2020,N/A,1938,W BROADWAY,Vacant,Vacant,49.263458941633786,-123.14901147239344
8214,392,2020,N/A,1956,W BROADWAY,Night Owl Bird Hospital,Service Commercial,49.26346559185489,-123.14943001505925
8215,394,2020,N/A,1978,W BROADWAY,Greens Organic Market,Convenience Goods,49.26347389958124,-123.1499537089581
8216,396,2020,N/A,2002,W BROADWAY,Pallet Coffee Roasters,Food & Beverage,49.263499740610236,-123.15149377847663
8217,399,2020,103,2025,W BROADWAY,Maple Walkin Clinic,Service Commercial,49.26409432914523,-123.1512082012548
8218,402,2020,106,2025,W BROADWAY,Arbutus Laser,Service Commercial,49.26409432914523,-123.1512082012548
8219,403,2020,N/A,2025,W BROADWAY,Vacant,Vacant,49.26409432914523,-123.1512082012548
8220,408,2020,N/A,2078,W BROADWAY,We Do Beauty Studio,Service Commercial,49.263499740610236,-123.15149377847663
8221,409,2020,N/A,2088,W BROADWAY,Liquor Store,Convenience Goods,49.263499740610236,-123.15149377847663
8222,411,2020,N/A,2096,W BROADWAY,Fletchers,Service Commercial,49.26351904321719,-123.15269727909764
8223,414,2020,N/A,309,W BROADWAY,E-Exit Escape Room,Entertainment and Leisure,49.26334447627778,-123.11161106999896
8224,415,2020,N/A,310,W BROADWAY,No Frills,Convenience Goods,49.262865005597625,-123.11172374980268
8225,421,2020,N/A,369,W BROADWAY,The Art of Loving,Convenience Goods,49.2633561303771,-123.11223425230284
8226,422,2020,N/A,375,W BROADWAY,The Vanity Room,Service Commercial,49.2633561303771,-123.11223425230284
8227,424,2020,N/A,382,W BROADWAY,Heritage Asain Eatery,Food & Beverage,49.26287839512111,-123.11245515909505
8228,425,2020,N/A,388,W BROADWAY,California Sushi,Food & Beverage,49.26287839512111,-123.11245515909505
8229,426,2020,N/A,395,W BROADWAY,St. John's Academy,Service Commercial,49.26336398261231,-123.1126498628383
8230,427,2020,N/A,398,W BROADWAY,The Dollar Store,Comparison Goods,49.26287999688752,-123.11266596640714
8231,428,2020,N/A,400,W BROADWAY,Rosewood Furniture Outlet,Comparison Goods,49.26288321020324,-123.11316001556973
8232,432,2020,N/A,409,W BROADWAY,Happy Currency Exchange,Service Commercial,49.26337690501336,-123.11334073499103
8233,434,2020,N/A,411,W BROADWAY,Evolve Virtual Reality,Entertainment and Leisure,49.26337690501336,-123.11334073499103
8234,437,2020,N/A,445,W BROADWAY,Coast Capital Savings,Service Commercial,49.26338837951755,-123.11396235357141
8235,439,2020,N/A,451,W BROADWAY,Marulilu Café,Food & Beverage,49.26339163626768,-123.11413500652114
8236,441,2020,N/A,454,W BROADWAY,Vacant,Vacant,49.26289633742236,-123.11398127222735
8237,444,2020,N/A,458,W BROADWAY,Vacant,Vacant,49.26289633742236,-123.11398127222735
8238,449,2020,N/A,1004,W BROADWAY,Sleep Mart,Comparison Goods,49.26310386584007,-123.12687224318832
8239,453,2020,N/A,1020,W BROADWAY,Vacant,Vacant,49.26311412837289,-123.12749991009677
8240,454,2020,N/A,1020,W BROADWAY,Vacant,Vacant,49.26311412837289,-123.12749991009677
8241,461,2020,N/A,1063,W BROADWAY,John 3:16 Malaysian,Food & Beverage,49.26372724584946,-123.12810607046985
8242,464,2020,101,1070,W BROADWAY,Urban Dental Clinic,Service Commercial,49.26312444601008,-123.12812753617703
8243,465,2020,N/A,1073,W BROADWAY,Once Upon A Bite,Food & Beverage,49.263730655018314,-123.12831603581455
8244,467,2020,N/A,1082,W BROADWAY,Le Lash Lounge,Service Commercial,49.2631330291643,-123.12865053906033
8245,468,2020,N/A,1086,W BROADWAY,Vacant,Vacant,49.2631330291643,-123.12865053906033
8246,471,2020,N/A,1093,W BROADWAY,King Queen Spa,Service Commercial,49.26373746462601,-123.12873389387406
8247,472,2020,N/A,1095,W BROADWAY,Waves Coffee,Food & Beverage,49.26373746462601,-123.12873389387406
8248,477,2020,6,1128,W BROADWAY,Vacant,Vacant,49.26315720184364,-123.13007990055314
8249,479,2020,8,1128,W BROADWAY,FramoGraphic Framing,Comparison Goods,49.26315720184364,-123.13007990055314
8250,483,2020,N/A,1154,W BROADWAY,Babies R' Us,Comparison Goods,49.26316708247389,-123.13070771899578
8251,487,2020,N/A,1195,W BROADWAY,Sleep Country,Comparison Goods,49.2637704657859,-123.13099912865228
8252,489,2020,N/A,1215,W BROADWAY,Seoul House Restaurant,Food & Beverage,49.2637815064169,-123.13169394418185
8253,491,2020,N/A,1220,W BROADWAY,Save On Cartridge Plus,Service Commercial,49.26318323688294,-123.13182101991353
8254,493,2020,N/A,1228,W BROADWAY,Sparkle Nails,Service Commercial,49.26318323688294,-123.13182101991353
8255,494,2020,N/A,1231,W BROADWAY,Instant Imprints,Comparison Goods,49.26378814561071,-123.13211248579914
8256,500,2020,N/A,1239,W BROADWAY,Nexgen Hearing,Service Commercial,49.26378814561071,-123.13211248579914
8257,501,2020,101,1245,W BROADWAY,Dr. Ko,Service Commercial,49.26379643998004,-123.13263548188165
8258,503,2020,103,1245,W BROADWAY,City Wide Mortgage,Service Commercial,49.26379643998004,-123.13263548188165
8259,506,2020,106,1245,W BROADWAY,China Travel,Service Commercial,49.26379643998004,-123.13263548188165
8260,510,2020,N/A,1263,W BROADWAY,Service Canada,Service Commercial,49.2640065483491,-123.13322410525215
8261,511,2020,N/A,1265,W BROADWAY,Shaughnessy Pharmacy,Service Commercial,49.2640065483491,-123.13322410525215
8262,512,2020,N/A,1266,W BROADWAY,Fufu Café,Food & Beverage,49.26319829962448,-123.13276274453696
8263,515,2020,N/A,1288,W BROADWAY,Subway,Food & Beverage,49.26319829962448,-123.13276274453696
8264,520,2020,N/A,1312,W BROADWAY,11 to 11,Service Commercial,49.26322143548171,-123.13418984754829
8265,521,2020,N/A,1316,W BROADWAY,Domino Pizza,Food & Beverage,49.26322143548171,-123.13418984754829
8266,525,2020,190,1333,W BROADWAY,Boston Pizza,Food & Beverage,49.26400954106703,-123.13437062493578
8267,528,2020,N/A,1368,W BROADWAY,Renocon,Service Commercial,49.263238643893196,-123.13523704395557
8268,532,2020,101,1401,W BROADWAY,Office,Service Commercial,49.263857802843816,-123.13639490663122
8269,535,2020,N/A,1402,W BROADWAY,Harmony Adult Video,Service Commercial,49.26325781303087,-123.13645396941568
8270,536,2020,N/A,1410,W BROADWAY,Broadway Restaurant,Food & Beverage,49.26325781303087,-123.13645396941568
8271,537,2020,N/A,2525,HEMLOCK ST,Bella Pizza,Food & Beverage,49.26325781303087,-123.13645396941568
8272,541,2020,N/A,1421,W BROADWAY,City Vaper,Convenience Goods,49.26386624035015,-123.13674649034867
8273,542,2020,N/A,1428,W BROADWAY,Vacant,Vacant,49.26326535367272,-123.13692541656381
8274,543,2020,N/A,1429,W BROADWAY,Portobello,Food & Beverage,49.26386624035015,-123.13674649034867
8275,549,2020,N/A,1453,W BROADWAY,Bawan Greek,Food & Beverage,49.263873001460276,-123.13716512167721
8276,551,2020,N/A,1459,W BROADWAY,Jit Lada Thai,Food & Beverage,49.263873001460276,-123.13716512167721
8277,553,2020,N/A,1470,W BROADWAY,Jordans,Comparison Goods,49.26327872133999,-123.13776319795389
8278,557,2020,N/A,1521,W BROADWAY,Vacant,Vacant,49.26390382082408,-123.13935262631175
8279,558,2020,N/A,1523,W BROADWAY,Vacant,Vacant,49.26390382082408,-123.13935262631175
8280,566,2020,103,1595,W BROADWAY,Mayfair Services,Service Commercial,49.26409865207943,-123.14053382517695
8281,572,2020,N/A,2533,HEATHER ST,K Cafe,Food & Beverage,49.26299549026193,-123.12012590870486
8282,574,2020,N/A,2538,OAK ST,Johnny Rocket Burgers,Food & Beverage,49.26309146324449,-123.12611882283501
8283,577,2020,N/A,530,W BROADWAY,Eminence Skin Care,Service Commercial,49.262927513262504,-123.11581902979303
8284,578,2020,100,532,W BROADWAY,Chipotle,Food & Beverage,49.262930680715854,-123.11601604031092
8285,579,2020,110,532,W BROADWAY,Peaceful Noodle,Food & Beverage,49.262930680715854,-123.11601604031092
8286,584,2020,N/A,558,W BROADWAY,Santouka,Food & Beverage,49.262939098129316,-123.11653922279625
8287,585,2020,N/A,561,W BROADWAY,Freshii,Food & Beverage,49.26356440086594,-123.11724870772689
8288,592,2020,2,601,W BROADWAY,HSBC Bank,Service Commercial,49.26394536213197,-123.11881004114322
8289,594,2020,7,601,W BROADWAY,"Drs Chen, Wu & Associates Family Dentist",Service Commercial,49.26394536213197,-123.11881004114322
8290,595,2020,12,601,W BROADWAY,Ebisu Japanese Food,Food & Beverage,49.26394536213197,-123.11881004114322
8291,598,2020,16,601,W BROADWAY,Form Physiotherapy,Service Commercial,49.26394536213197,-123.11881004114322
8292,604,2020,N/A,606,W BROADWAY,Broadway Spa,Service Commercial,49.26296400649327,-123.11817517678944
8293,605,2020,N/A,608,W BROADWAY,Flight Centre,Service Commercial,49.26296400649327,-123.11817517678944
8294,606,2020,N/A,610,W BROADWAY,Kingmark Currency Exchange,Service Commercial,49.26296400649327,-123.11817517678944
8295,608,2020,N/A,614,W BROADWAY,Sushi Dragon,Food & Beverage,49.26296400649327,-123.11817517678944
8296,610,2020,N/A,638,W BROADWAY,H&R Block,Service Commercial,49.26297077383055,-123.118593703082
8297,612,2020,N/A,656,W BROADWAY,Vacant,Vacant,49.262974247606756,-123.11880313691904
8298,614,2020,N/A,665,W BROADWAY,Michael's Crafts,Comparison Goods,49.26358720770086,-123.11940900873851
8299,615,2020,101,678,W BROADWAY,Ro Sushi,Food & Beverage,49.26298100906686,-123.11922166749468
8300,618,2020,N/A,682,W BROADWAY,Starbucks Coffee,Food & Beverage,49.26298777081127,-123.11964019681189
8301,619,2020,N/A,684,W BROADWAY,Kim's Shoe and Bag Repair,Service Commercial,49.26298777081127,-123.11964019681189
8302,621,2020,N/A,693,W BROADWAY,Pokedoki,Food & Beverage,49.263587975208914,-123.11961837685027
8303,622,2020,N/A,695,W BROADWAY,Blenz,Food & Beverage,49.263587975208914,-123.11961837685027
8304,627,2020,N/A,709,W BROADWAY,Stages Bistro,Food & Beverage,49.263644240166784,-123.12042117056245
8305,636,2020,N/A,734,W BROADWAY,Vacant,Vacant,49.26301067785957,-123.12106691722491
8306,637,2020,N/A,736,W BROADWAY,Lotus Seed Vegan Restaurant,Food & Beverage,49.26301067785957,-123.12106691722491
8307,641,2020,103,777,W BROADWAY,Hear Canada,Service Commercial,49.26361687396619,-123.12136005707076
8308,642,2020,105,777,W BROADWAY,Bank of Montreal,Service Commercial,49.26361687396619,-123.12136005707076
8309,643,2020,108,777,W BROADWAY,Dynasty Seafood Restaurant,Food & Beverage,49.26361687396619,-123.12136005707076
8310,646,2020,N/A,792,W BROADWAY,Loz Tacos,Food & Beverage,49.26301067785957,-123.12106691722491
8311,651,2020,102,805,W BROADWAY,Platinum Denture,Service Commercial,49.26380291713639,-123.12223573176146
8312,653,2020,104,805,W BROADWAY,False Creek Eye Care,Service Commercial,49.26380291713639,-123.12223573176146
8313,654,2020,109,805,W BROADWAY,Wellness Pharmacy,Convenience Goods,49.26380291713639,-123.12223573176146
8314,659,2020,N/A,812,W BROADWAY,Fairmont Optical,Comparison Goods,49.26303149444888,-123.12228591509889
8315,661,2020,N/A,820,W BROADWAY,Just For Hair,Service Commercial,49.263034791706595,-123.12249517583906
8316,662,2020,N/A,820,W BROADWAY,Banana Leaf Restaurant,Food & Beverage,49.263034791706595,-123.12249517583906
8317,665,2020,N/A,837,W BROADWAY,Modern Nails,Service Commercial,49.26363719978075,-123.12268173980881
8318,673,2020,N/A,885,W BROADWAY,Shoppers Drug Mart,Convenience Goods,49.26365074981995,-123.12351874196249
8319,676,2020,N/A,898,W BROADWAY,Fraserview Pub,Food & Beverage,49.26304879267374,-123.12338458477866
8320,683,2020,N/A,916,W BROADWAY,Express Mail Box Service,Service Commercial,49.263068088529074,-123.12465396936709
8321,686,2020,110,943,W BROADWAY,Broadway Jewellers,Comparison Goods,49.26367517922582,-123.12505051821616
8322,687,2020,120,943,W BROADWAY,Vacant,Vacant,49.26367517922582,-123.12505051821616
8323,688,2020,160,943,W BROADWAY,Deja Brew,Food & Beverage,49.26367517922582,-123.12505051821616
8324,690,2020,102,950,W BROADWAY,Vacant,Vacant,49.263084643104484,-123.1257002998391
8325,691,2020,103,950,W BROADWAY,The Barber Shop,Service Commercial,49.263084643104484,-123.1257002998391
8326,693,2020,105,950,W BROADWAY,Docuplex Graphics,Service Commercial,49.263084643104484,-123.1257002998391
8327,694,2020,106,950,W BROADWAY,Edge Tea & Juice Bar,Food & Beverage,49.263084643104484,-123.1257002998391
8328,695,2020,107,950,W BROADWAY,Eva & Co Wigs,Convenience Goods,49.263084643104484,-123.1257002998391
8329,698,2020,N/A,955,W BROADWAY,Vacant,Vacant,49.2636845780514,-123.1254689454452
8330,706,2020,N/A,2118,BURRARD ST,Novo Pizzeria And Wine Bar,Food & Beverage,49.266792294013506,-123.145176289268
8331,711,2020,N/A,2255,BURRARD ST,Dessert Café,Food & Beverage,49.26589081695054,-123.1462065896763
8332,717,2020,N/A,2299,BURRARD ST,Revoskin,Service Commercial,49.26589081695054,-123.1462065896763
8333,719,2020,N/A,2351,BURRARD ST,Un-Jai Restaurant Inc,Food & Beverage,49.26488389718756,-123.14597188802087
8334,720,2020,N/A,2355,BURRARD ST,Mazuya Japanese Restaurant,Food & Beverage,49.26488389718756,-123.14597188802087
8335,725,2020,N/A,2390,BURRARD ST,Carter Honda,Automotive Goods & Services,49.2648604174902,-123.14535288537395
8336,733,2020,N/A,2430,BURRARD ST,Downtown Kia,Automotive Goods & Services,49.26436653238764,-123.14505703680511
8337,734,2020,N/A,2435,BURRARD ST,Papaya Hut,Food & Beverage,49.26419801026311,-123.14610190962078
8338,739,2020,N/A,1809,W 5TH AV,Rolls-Royce Motor Cars,Automotive Goods & Services,49.26742407300589,-123.14599865172364
8339,744,2020,N/A,1774,W 7TH AV,Carlos O'Bryans Neighbourhood Pub & Kelly O'Bryan's Neighbourhood Restaurant,Food & Beverage,49.26521128833709,-123.14502554489783
8340,755,2020,N/A,2315,CAMBIE ST,Sushi Bang,Food & Beverage,49.26471924811376,-123.11522119526583
8341,758,2020,N/A,2325,CAMBIE ST,Assembli,Food & Beverage,49.26460967140253,-123.11522643259045
8342,760,2020,N/A,2338,CAMBIE ST,Telus Koodoo Clearwest Solutions Inc,Service Commercial,49.264390728814384,-123.11378619202475
8343,761,2020,N/A,2358,CAMBIE ST,Change Of Scandinavia,Comparison Goods,49.264390728814384,-123.11378619202475
8344,763,2020,N/A,2378,CAMBIE ST,Starbucks Coffee,Food & Beverage,49.264390728814384,-123.11378619202475
8345,765,2020,N/A,2395,CAMBIE ST,BC Liquor Store  #177,Convenience Goods,49.2643908203877,-123.11523041756206
8346,767,2020,N/A,2559,CAMBIE ST,Moii Cafe,Convenience Goods,49.26252516763589,-123.11551250379725
8347,768,2020,N/A,2808,CAMBIE ST,Quan Ju De/Iden,Food & Beverage,49.25989149580031,-123.11450878807516
8348,770,2020,N/A,2828,CAMBIE ST,Sharetea Vancouver,Food & Beverage,49.25989149580031,-123.11450878807516
8349,772,2020,N/A,2857,CAMBIE ST,Vacant,Vacant,49.26012148111804,-123.11560064604994
8350,784,2020,N/A,3000,CAMBIE ST,Paragon Surfacing Countertops,Comparison Goods,49.258561527740156,-123.11466267661503
8351,788,2020,N/A,3004,CAMBIE ST,The Firewood Cafe,Food & Beverage,49.258561527740156,-123.11466267661503
8352,790,2020,N/A,3009,CAMBIE ST,Angel's City Hair,Service Commercial,49.25785094648473,-123.11581051764878
8353,796,2020,N/A,3021,CAMBIE ST,Gold Swan Spa,Service Commercial,49.25785094648473,-123.11581051764878
8354,804,2020,N/A,3096,CAMBIE ST,Japanese Restaurant Shiro,Food & Beverage,49.25806796004904,-123.11466022351114
8355,805,2020,N/A,3106,CAMBIE ST,Vij's Restaurant,Food & Beverage,49.257547902559914,-123.11478343638788
8356,806,2020,N/A,3135,CAMBIE ST,Deerwater Dental Wellness,Service Commercial,49.25785094648473,-123.11581051764878
8357,807,2020,N/A,3143,CAMBIE ST,Praxis Legal,Service Commercial,49.25785094648473,-123.11581051764878
8358,812,2020,N/A,3159,CAMBIE ST,Rachel's Myungpoom Hair Salon,Service Commercial,49.25785094648473,-123.11581051764878
8359,813,2020,N/A,3160,CAMBIE ST,Eling's Beauty Salon Inc,Service Commercial,49.25716241308246,-123.11479107126243
8360,814,2020,N/A,3163,CAMBIE ST,David A Kvalheim (David Kvalheim),Service Commercial,49.25785094648473,-123.11581051764878
8361,816,2020,N/A,3172,CAMBIE ST,Yokoi Hair Design,Service Commercial,49.25716241308246,-123.11479107126243
8362,819,2020,N/A,3190,CAMBIE ST,Nabebugyo,Food & Beverage,49.25716241308246,-123.11479107126243
8363,822,2020,N/A,3250,CAMBIE ST,Dong Tai Xiang Shanghai Dim Sum,Food & Beverage,49.25628160198568,-123.11465824316966
8364,827,2020,N/A,3292,CAMBIE ST,Dutch Wooden Shoe Cafe,Food & Beverage,49.255997235740644,-123.11467407137634
8365,840,2020,N/A,3345,CAMBIE ST,Vacant UC,Vacant UC,49.255596278377745,-123.11561275424401
8366,841,2020,N/A,3346,CAMBIE ST,Xe Lua 24 Cambodian & Vietnamese Restaurant Ltd,Food & Beverage,49.25544354273946,-123.11471435382322
8367,842,2020,N/A,3348,CAMBIE ST,A & P Optical Ltd,Comparison Goods,49.2553530243396,-123.11471838906247
8368,849,2020,N/A,3369,CAMBIE ST,Sorella,Food & Beverage,49.25541509542812,-123.11559871791295
8369,851,2020,N/A,3378,CAMBIE ST,Anson Realty Ltd,Service Commercial,49.25512751983482,-123.11472538486012
8370,852,2020,N/A,3381,CAMBIE ST,The UPS Store #177,Service Commercial,49.25517858564108,-123.1154505652497
8371,854,2020,N/A,3385,CAMBIE ST,Lemonade Gluten Free Bakery Ltd,Convenience Goods,49.25517858564108,-123.1154505652497
8372,857,2020,N/A,3395,CAMBIE ST,Elbarbero Grooming Lounge Inc,Service Commercial,49.25517858564108,-123.1154505652497
8373,858,2020,N/A,3396,CAMBIE ST,Westside Montessori School Society,Service Commercial,49.25499331493102,-123.11472520712833
8374,859,2020,N/A,3399,CAMBIE ST,JJ Bean,Food & Beverage,49.25517858564108,-123.1154505652497
8375,864,2020,N/A,3415,CAMBIE ST,Liquor Barn (Cambie),Convenience Goods,49.25478006432746,-123.11577755837533
8376,866,2020,N/A,3424,CAMBIE ST,Zun Chinese Dining,Food & Beverage,49.2544515529692,-123.11475654091367
8377,868,2020,N/A,3440,CAMBIE ST,Park Theatre,Entertainment and Leisure,49.2544515529692,-123.11475654091367
8378,869,2020,N/A,3448,CAMBIE ST,Honey Gifts,Convenience Goods,49.2544515529692,-123.11475654091367
8379,870,2020,N/A,3451,CAMBIE ST,Black Dog Video,Service Commercial,49.254533417330556,-123.11563459821288
8380,873,2020,N/A,3466,CAMBIE ST,Soho Tea Room,Food & Beverage,49.254270319492605,-123.11475338749631
8381,876,2020,N/A,3484,CAMBIE ST,New Town Bakery & Restaurant,Convenience Goods,49.25418022355918,-123.11476767508728
8382,878,2020,N/A,3492,CAMBIE ST,Starbucks Coffee,Food & Beverage,49.25408994286496,-123.11477145508036
8383,889,2020,N/A,4060,CAMBIE ST,QE Park Medical Clinic,Service Commercial,49.24949006133395,-123.11496566440272
8384,890,2020,N/A,4065,CAMBIE ST,Tim Hortons,Food & Beverage,49.24937158568836,-123.11582072816368
8385,893,2020,102,4088,CAMBIE ST,Insync Physiotherapy,Service Commercial,49.24919624123015,-123.11495567426535
8386,966,2020,N/A,472,W 15TH AV,Photo ABC,Comparison Goods,49.25754481990716,-123.11459675889957
8387,970,2020,N/A,508,W 6TH AV,Fit in 30 Fitness Inc,Entertainment and Leisure,49.26560481701206,-123.11520399066146
8388,971,2020,103,511,W 7TH AV,Cambie Village Dental,Service Commercial,49.265239957486294,-123.11597065665397
8389,972,2020,105,511,W 7TH AV,Wei Jung Accountants,Service Commercial,49.265239957486294,-123.11597065665397
8390,973,2020,109,511,W 7TH AV,Yummy Yonie Cakes,Convenience Goods,49.265239957486294,-123.11597065665397
8391,980,2020,N/A,422,W 8TH AV,Gertrud Hair and Beauty,Service Commercial,49.263669703393006,-123.1134398144617
8392,983,2020,N/A,434,W 8TH AV,Original Yin,Entertainment and Leisure,49.263669703393006,-123.1134398144617
8393,984,2020,N/A,438,W 8TH AV,UBS Barbershop,Service Commercial,49.263669703393006,-123.1134398144617
8394,988,2020,N/A,451,W 8TH AV,Vacant,Vacant,49.264390728814384,-123.11378619202475
8395,990,2020,N/A,463,W 8TH AV,Westcoast Poke Inc,Food & Beverage,49.264390728814384,-123.11378619202475
8396,992,2020,N/A,473,W 8TH AV,Artel Salon,Service Commercial,49.264390728814384,-123.11378619202475
8397,993,2020,N/A,477,W 8TH AV,Uncle Fatih's Pizza,Food & Beverage,49.264390728814384,-123.11378619202475
8398,995,2020,N/A,491,W 8TH AV,Winners Home Sense,Comparison Goods,49.264390728814384,-123.11378619202475
8399,998,2020,N/A,467,W BROADWAY,A&W,Food & Beverage,49.263396761943774,-123.11441128407847
8400,1004,2020,N/A,521,W BROADWAY,Blenz,Food & Beverage,49.26370874524304,-123.1157983251962
8401,1006,2020,N/A,537,W BROADWAY,McDonald's,Food & Beverage,49.26370874524304,-123.1157983251962
8402,1011,2020,138,3150,E 54TH AV,Champlain Eye Care,Service Commercial,49.21908296870011,-123.04022273059839
8403,1012,2020,150,3150,E 54TH AV,Champ-Villa Dental Centre,Service Commercial,49.21908296870011,-123.04022273059839
8404,1013,2020,170,3150,E 54TH AV,Dollar Daze,Comparison Goods,49.21908296870011,-123.04022273059839
8405,1015,2020,190,3150,E 54TH AV,Champlain Animal Clinic,Service Commercial,49.21908296870011,-123.04022273059839
8406,1017,2020,N/A,3168,E 54TH AV,Soloman Academy,Service Commercial,49.21908296870011,-123.04022273059839
8407,1019,2020,N/A,7010,KERR ST,Starbucks,Food & Beverage,49.21908296870011,-123.04022273059839
8408,1024,2020,N/A,7056,KERR ST,Royal Gold Train Express,Food & Beverage,49.21908296870011,-123.04022273059839
8409,1030,2020,N/A,7128,KERR ST,The Adams Group Insurance,Service Commercial,49.21908296870011,-123.04022273059839
8410,1032,2020,N/A,7132,KERR ST,Champlain Dry Cleaning,Service Commercial,49.21908296870011,-123.04022273059839
8411,1033,2020,N/A,7150,KERR ST,Bank of Montreal,Service Commercial,49.21908296870011,-123.04022273059839
8412,1034,2020,N/A,7160,KERR ST,Shopper's Drug Mart,Convenience Goods,49.21908296870011,-123.04022273059839
8413,1035,2020,N/A,7170,KERR ST,H & R Block,Service Commercial,49.21908296870011,-123.04022273059839
8414,1036,2020,N/A,7172,KERR ST,Subway,Food & Beverage,49.21908296870011,-123.04022273059839
8415,1037,2020,110,7180,KERR ST,Tasty Wok,Food & Beverage,49.21908296870011,-123.04022273059839
8416,1040,2020,150,7180,KERR ST,Bonnies Bread,Convenience Goods,49.21908296870011,-123.04022273059839
8417,1041,2020,170,7180,KERR ST,B.C. Lottery,Service Commercial,49.21908296870011,-123.04022273059839
8418,1052,2020,N/A,432,COLUMBIA ST,The Shop Vancouver,Comparison Goods,49.28068869192872,-123.10209559933035
8419,1055,2020,N/A,436,COLUMBIA ST,Studio A-OK Inc  All Day Breakfast,Comparison Goods,49.28068869192872,-123.10209559933035
8420,1058,2020,N/A,539,COLUMBIA ST,Oceanridge Realty Ltd,Service Commercial,49.27978183490576,-123.10345067433991
8421,1063,2020,N/A,212,E GEORGIA ST,Vacant,Vacant,49.27840177417425,-123.09931306557083
8422,1064,2020,N/A,213,E GEORGIA ST,Matchstick Coffee Roasters,Food & Beverage,49.27880634376425,-123.09929681284942
8423,1066,2020,N/A,217,E GEORGIA ST,Fat Mao Noodles,Food & Beverage,49.27881929406677,-123.0989109279266
8424,1070,2020,N/A,223,E GEORGIA ST,The Ramen Butcher,Food & Beverage,49.27881021225843,-123.09844040226693
8425,1080,2020,N/A,237,E GEORGIA ST,Can-Integrated Healing Centre,Service Commercial,49.27881021225843,-123.09844040226693
8426,1081,2020,N/A,238,E GEORGIA ST,Quality Enterprise Ltd. Bean Sprouts,Convenience Goods,49.27829365002227,-123.09830668820116
8427,1083,2020,N/A,248,E GEORGIA ST,Vacant,Vacant,49.278289211579775,-123.09809737878203
8428,1085,2020,101,250,E GEORGIA ST,China Housewares Discount Centre Ltd.,Comparison Goods,49.27828720976006,-123.0979928888143
8429,1088,2020,N/A,257,E GEORGIA ST,Carley Quality Meat Ltd.,Convenience Goods,49.278798553327086,-123.09786571594584
8430,1089,2020,N/A,259,E GEORGIA ST,Vacant,Vacant,49.27879685383646,-123.09776087078897
8431,1092,2020,N/A,275,E GEORGIA ST,Kwong Hing Herbal Products Inc.,Convenience Goods,49.278792727158994,-123.09755189125174
8432,1094,2020,N/A,286,E GEORGIA ST,33 Market,Comparison Goods,49.27827188561065,-123.09740664842856
8433,1097,2020,N/A,293,E GEORGIA ST,Vacant,Vacant,49.27868787495367,-123.0973736359649
8434,1098,2020,N/A,296,E GEORGIA ST,Wisconsin Ginseng,Convenience Goods,49.27827188561065,-123.09740664842856
8435,1100,2020,N/A,1,E PENDER ST,Jack W Chow Insurance Services Ltd,Service Commercial,49.2806545248726,-123.10406663685791
8436,1103,2020,N/A,15,E PENDER ST,Jack W Chow Insurance Services Ltd,Service Commercial,49.2806545248726,-123.10406663685791
8437,1104,2020,N/A,18,E PENDER ST,Vacant,Vacant,49.27978183490576,-123.10345067433991
8438,1107,2020,N/A,23,E PENDER ST,Vacant,Vacant,49.28072121132106,-123.10383589626015
8439,1110,2020,N/A,30,E PENDER ST,Luxe Boutique,Comparison Goods,49.27978183490576,-123.10345067433991
8440,1111,2020,N/A,33,E PENDER ST,Sue Beauty Salon,Service Commercial,49.280717442997805,-123.1036267452121
8441,1117,2020,N/A,44,E PENDER ST,I Love Gift,Comparison Goods,49.27978183490576,-123.10345067433991
8442,1119,2020,N/A,48,E PENDER ST,Chinese Zodiac Gifts & Souvenirs,Comparison Goods,49.27978183490576,-123.10345067433991
8443,1122,2020,N/A,77,E PENDER ST,Storm Salon,Service Commercial,49.28070264223479,-123.10284252563953
8444,1125,2020,N/A,86,E PENDER ST,Ouro Fine Jewellry And Piercing Inc,Comparison Goods,49.28017671316312,-123.10274625988264
8445,1126,2020,N/A,87,E PENDER ST,Lone Pine Media Productions,Service Commercial,49.28069674862614,-123.10252870050437
