id,count,area,latitude,longitude,junction_id,junction_dst
51,8,Downtown,49.2807021073879,-123.103327929603,3055,79.13255694098072
52,1,Kensington-Cedar Cottage,49.2507946245653,-123.067154340358,4679,55.15158301162727
53,4,Downtown,49.2807101693791,-123.10385713236,3055,44.372068872570814
54,3,Strathcona,49.2787810103517,-123.097581150417,3420,47.18361063925355
55,2,Downtown,49.2843836088471,-123.107594793241,2905,85.01091548831143
56,1,Grandview-Woodland,49.2736497890095,-123.068047584415,4666,44.62518142560419
57,1,Fairview,49.2625991541482,-123.120861554103,2419,75.97898991252538
58,1,Kitsilano,49.2743228089349,-123.148563524756,1325,28.931043167950058
59,2,Downtown,49.2825746435834,-123.122552391411,2427,56.695339561454624
60,15,Downtown,49.2796732470916,-123.12298548901,2376,46.784374477739604
61,8,Downtown,49.2797705602633,-123.122838629217,2376,58.75026542407427
62,3,Downtown,49.2839293847425,-123.101892998304,3160,25.43624355033554
63,4,West End,49.2900416509274,-123.133793648992,1925,45.91485672972496
64,1,Fairview,49.2677221080131,-123.143654239208,1540,42.29528045179352
65,1,Fairview,49.2677242260191,-123.143759400485,1540,48.18621944945981
66,1,Renfrew-Collingwood,49.2430616391803,-123.044713753904,5688,49.46955666720366
67,1,Renfrew-Collingwood,49.2429988122311,-123.045507805512,5688,84.66726638695823
68,8,Downtown,49.280723787617,-123.121392540916,2441,46.49857768676259
69,8,Mount Pleasant,49.258766259071,-123.100772605815,3249,46.635067687042614
70,1,Grandview-Woodland,49.2832417716206,-123.067051004061,4637,86.7806999413455
71,1,Riley Park,49.2497507234004,-123.114968069702,2677,46.36044581418148
72,6,Kensington-Cedar Cottage,49.2511256950922,-123.077202294163,4190,56.72329587586719
73,1,Sunset,49.2127246453026,-123.091449680417,3626,32.55994447195829
74,1,Mount Pleasant,49.2631994078287,-123.094421664057,3504,45.152182106417825
75,1,Kitsilano,49.2640327911379,-123.183122037511,417,50.830573301879625
76,1,West End,49.2832598772883,-123.132959081198,1922,70.56259999997634
77,5,West Point Grey,49.2639967874464,-123.203552399152,116,49.620739376746094
78,6,Mount Pleasant,49.2579912389198,-123.101565335667,3212,53.99602351142516
79,2,Grandview-Woodland,49.2773614633726,-123.075022284244,4360,66.09332246797455
80,1,West End,49.2859181649485,-123.13802424966,1765,31.75085124786964
81,1,West End,49.2859919627137,-123.138376601051,1765,57.91660340791013
82,1,West End,49.2862236691247,-123.138684431046,1700,86.1681014841788
83,17,Downtown,49.281917498877,-123.104648447375,3056,55.109060398609806
84,10,Grandview-Woodland,49.2672386583197,-123.069295543746,4572,30.885781915126636
85,1,Kensington-Cedar Cottage,49.2588539214259,-123.063011375781,4915,73.58990818570574
86,8,Downtown,49.2810595909082,-123.119689778013,2515,34.46802710615963
87,10,Grandview-Woodland,49.2814355486746,-123.060225095468,5021,46.22635005505963
88,1,Mount Pleasant,49.2605619409322,-123.104206089989,3026,66.05597483426581
89,4,Strathcona,49.278271687454,-123.097812471046,3420,60.64652080094974
90,1,Fairview,49.2694721871821,-123.138901769507,1742,68.5878973814221
91,4,Kitsilano,49.268146239234,-123.171780847351,717,60.25958796241932
92,4,Kitsilano,49.2681495244309,-123.171991170862,717,73.90069195410953
93,1,West End,49.2818039979429,-123.132858149311,1946,35.35005644804472
94,7,Kensington-Cedar Cottage,49.2519365187115,-123.080311858695,4112,34.03139036911032
95,7,Strathcona,49.2806410505462,-123.078053340417,4250,74.96270602884262
96,1,Renfrew-Collingwood,49.2423935068238,-123.045342398267,5652,118.15319069360747
97,3,Strathcona,49.2800975023351,-123.098564093542,3289,86.39874146464416
98,1,Strathcona,49.2809781151225,-123.096633239836,3404,69.1131556193984
99,1,Fairview,49.2699927309809,-123.143472684944,1542,37.06344551668163
100,1,Mount Pleasant,49.2680038158819,-123.103838555463,3046,67.32337055088549
101,1,Strathcona,49.2837197387199,-123.09374833037,3575,43.223089057936825
102,5,West Point Grey,49.263547241979,-123.209739021674,58,56.58528441255347
103,10,Kitsilano,49.2679550088335,-123.15839737642,1070,71.27581878399201
104,2,Grandview-Woodland,49.2769900829369,-123.075802214142,4301,28.34384292492811
105,3,Mount Pleasant,49.2633793399522,-123.114425727817,2698,37.049868273810816
106,1,Renfrew-Collingwood,49.2358711545301,-123.044837832451,5692,30.4636241350038
107,1,Kensington-Cedar Cottage,49.2396665593857,-123.0649820043,4789,46.43216002252424
108,1,Riley Park,49.2502844993794,-123.109610252876,2857,41.30058592325891
109,1,Kitsilano,49.2705398671508,-123.154862271942,1138,32.00809296630448
110,1,Kensington-Cedar Cottage,49.2395793016683,-123.064988882435,4788,47.43414377474538
111,2,Downtown,49.2826214942974,-123.116923570716,2636,54.55333203387314
112,3,Strathcona,49.2803247621129,-123.082052351404,3977,50.773842345003594
113,2,Downtown,49.2831190490397,-123.111950640954,2794,40.60982538435651
114,1,Hastings-Sunrise,49.2768002107925,-123.030082207942,6265,49.80913798993147
115,1,West End,49.2797980657964,-123.129745294099,2113,90.78498100667544
116,3,Hastings-Sunrise,49.2697699644162,-123.043959349201,5729,36.23200757794155
117,3,Fairview,49.2629712410679,-123.119442826462,2510,46.689534551478516
118,3,Sunset,49.2257787183938,-123.101258166204,3180,29.309583449944604
119,1,Kitsilano,49.2674110377968,-123.146362046333,1457,61.38743780763683
120,3,Grandview-Woodland,49.2646615064466,-123.070115268836,4566,54.77141148179263
121,3,West End,49.2810311874236,-123.130950026097,2084,60.636851144972816
122,1,Victoria-Fraserview,49.2239166836104,-123.066193075667,4735,34.75109683700061
123,3,Strathcona,49.2812621144797,-123.080980096038,4057,36.566494375379264
124,1,Downtown,49.2761224751169,-123.128332411733,2160,33.13722778480728
125,6,Strathcona,49.2815332757978,-123.09447305206,3483,71.95838908814845
126,1,Renfrew-Collingwood,49.2469365300936,-123.034248382829,6117,36.84313737971429
127,2,Strathcona,49.2808106555665,-123.088228453516,3805,84.95684044882925
128,4,Kensington-Cedar Cottage,49.2385169482197,-123.064984012901,4786,33.77155052411804
129,2,Kitsilano,49.2640700723361,-123.185358378775,356,47.515122000676556
130,2,Downtown,49.2812763281821,-123.12283700687,2393,48.48161878725522
131,1,West End,49.2931507375859,-123.135332313932,1838,43.56599244174179
132,5,Grandview-Woodland,49.2722615836291,-123.069983098046,4579,34.04792800239764
133,5,Grandview-Woodland,49.2723524358138,-123.069981851861,4579,39.385951120096315
134,1,Kerrisdale,49.2342295374826,-123.153116082416,1230,84.81431836952542
135,5,Downtown,49.2797240908348,-123.121708351421,2441,68.28861453220901
136,3,Strathcona,49.2801583426098,-123.099261286518,3289,38.75521268444504
137,3,Hastings-Sunrise,49.2814270854333,-123.049750524397,5538,45.46438266204003
138,14,Downtown,49.2831186808142,-123.103908541835,3059,30.371016082434064
139,2,Downtown,49.281046144916,-123.1057354377,3009,38.30665472816224
140,1,Grandview-Woodland,49.2763049041214,-123.058118117824,5122,34.35153837469104
141,5,Kensington-Cedar Cottage,49.2620083812989,-123.070908562169,4561,90.86272372866809
142,1,Kitsilano,49.2644686258161,-123.176174698847,602,36.172066552419764
143,1,Renfrew-Collingwood,49.239649595058,-123.030055667342,6287,45.30063570991751
144,2,Renfrew-Collingwood,49.2627900745818,-123.024502566571,6520,70.82124749572246
145,1,Marpole,49.2170326950883,-123.141068144946,1648,67.00432605213753
146,2,Mount Pleasant,49.2614033110779,-123.098638197895,3361,44.9571987132051
147,7,Downtown,49.2814125579127,-123.107872780459,2930,44.19073363699297
148,5,Grandview-Woodland,49.2815502501307,-123.07074181359,4525,44.56258434146372
149,1,Renfrew-Collingwood,49.2353314645331,-123.024061438479,6526,56.62011017275618
150,11,Strathcona,49.2816301110759,-123.078245773736,4150,86.85730253317433
151,1,Grandview-Woodland,49.2629476884897,-123.070377709697,4562,46.67612158809549
152,2,Mount Pleasant,49.2621049421921,-123.082510168519,3942,66.42547928048498
153,8,West Point Grey,49.2635337253973,-123.208504712024,58,52.98023738230803
154,9,Mount Pleasant,49.2568142864395,-123.090815593502,3652,44.66563851656079
155,1,Strathcona,49.2767901432732,-123.087076888571,3791,34.661488869482824
156,13,Mount Pleasant,49.2631105365325,-123.101445489038,3227,42.79810213988431
157,2,Mount Pleasant,49.2631961068206,-123.094057442069,3504,67.56760530924467
158,3,Strathcona,49.2832531059034,-123.088957082738,3710,44.90394608823762
159,2,Sunset,49.2250362158244,-123.077691152018,4224,41.20308848908459
160,6,Riley Park,49.255194674407,-123.100883834544,3221,45.63931661300964
161,1,Kitsilano,49.2714428190766,-123.170212015819,720,67.70097650554473
162,5,Fairview,49.2676215165475,-123.141737144993,1623,73.63007119635829
163,3,Hastings-Sunrise,49.2814182708039,-123.05523403597,5323,57.5048652227005
164,2,Renfrew-Collingwood,49.2356562901559,-123.038623150354,5972,23.606761754460035
165,5,Fairview,49.263635136479,-123.120478478638,2510,59.04102860053022
166,7,Strathcona,49.2797380158451,-123.078979539733,4144,31.671169310359126
167,4,Kensington-Cedar Cottage,49.2571944480356,-123.069490908335,4551,47.282031326267926
168,1,Grandview-Woodland,49.2814223913415,-123.0569192291,5226,41.9312397695507
169,8,Dunbar-Southlands,49.2576540964722,-123.189897252667,285,68.05205626019067
170,1,Fairview,49.263195752084,-123.133300967199,1928,46.31557719931525
171,2,Grandview-Woodland,49.2751517781951,-123.069154082262,4583,43.50034657468681
172,2,Dunbar-Southlands,49.2561672886151,-123.184735380249,404,44.083612195078565
173,2,West End,49.2808956087941,-123.132624938645,1946,111.0698113894468
174,2,West End,49.2809324877069,-123.132782743596,1946,102.40245423071732
175,3,Kitsilano,49.2644487111519,-123.174770480376,650,66.64123996178576
176,4,Kitsilano,49.2644276679807,-123.175313025471,602,49.282047024587264
177,2,West Point Grey,49.2634471825679,-123.203800977197,116,65.53222482886672
178,2,Kensington-Cedar Cottage,49.2338683707429,-123.090161525165,3669,104.57565609882023
179,2,South Cambie,49.2557577695359,-123.115751844888,2656,34.088531226555965
180,1,Sunset,49.230800997611,-123.094583078919,3509,27.689732260194297
181,1,Sunset,49.2237026280289,-123.091194991177,3657,31.933412660975925
182,2,Grandview-Woodland,49.2778665948523,-123.074385377419,4360,32.49401198834896
183,1,Kitsilano,49.2642972175113,-123.165519874607,890,70.41582224590712
184,3,Kensington-Cedar Cottage,49.2395046310807,-123.065769634656,4788,44.371233575850745
185,2,Mount Pleasant,49.258635026208,-123.099456175952,3249,83.56298770748978
186,2,Mount Pleasant,49.2586425567262,-123.1000794334,3249,44.51273553439425
187,1,Kensington-Cedar Cottage,49.2541632763824,-123.067209109513,4649,53.98269593506642
188,5,Grandview-Woodland,49.2756052308233,-123.069145243851,4584,30.010192411735307
189,12,Hastings-Sunrise,49.2808666370713,-123.048831774678,5538,45.89491039079062
190,3,Fairview,49.2614302138536,-123.139073304189,1716,45.301112335498594
191,2,Downtown,49.2834601726164,-123.101899621598,3158,31.545743751947366
192,4,Mount Pleasant,49.2626699470022,-123.102753310221,3114,34.573240383533914
193,1,Sunset,49.2289429787203,-123.090281520102,3665,37.10674743678797
194,1,Kensington-Cedar Cottage,49.2527903415678,-123.068425371194,4646,47.01637389344604
195,6,Kensington-Cedar Cottage,49.2329790661471,-123.077462566001,4252,44.21891830160518
196,4,Strathcona,49.279698916524,-123.098057057624,3415,69.30493507578691
197,8,Downtown,49.2829666844165,-123.101290194686,3158,69.68360385334533
198,3,Downtown,49.2770380864582,-123.12005515675,2504,34.981433617961294
199,2,Kitsilano,49.2644943744872,-123.17758204574,562,34.15703421715398
200,1,West End,49.2850563649938,-123.127133869934,2169,70.0561337223113
201,16,Downtown,49.2817663197563,-123.107612858382,2941,39.74896312956561
202,11,Mount Pleasant,49.2629932660051,-123.096186704202,3462,43.575673386410365
203,9,Strathcona,49.2800911136038,-123.098143905205,3410,65.56824803397686
204,9,Strathcona,49.2800927416007,-123.098239327898,3410,71.8529375707553
205,4,Kitsilano,49.2722122276191,-123.155337654835,1142,48.70581288613419
206,1,West End,49.285761972971,-123.123946534342,2362,53.29943844392282
207,13,Strathcona,49.2778683114332,-123.097210860245,3431,34.44865995652415
208,2,Mount Pleasant,49.2679059725916,-123.099224718304,3264,75.34632453898045
209,2,West End,49.2877136381681,-123.129072584411,2095,64.71198882606764
210,2,West End,49.2877966863318,-123.129213202451,2095,52.27749798553882
211,2,Kitsilano,49.2640211794094,-123.182148248178,476,38.080286059501184
212,2,Renfrew-Collingwood,49.2578724303304,-123.046355048334,5608,58.66642371626924
213,1,Grandview-Woodland,49.2737524074309,-123.076270109807,4296,39.98433333558658
214,4,Downtown,49.2832914222406,-123.111384238614,2823,36.076958474506206
215,2,Fairview,49.2685596674563,-123.14104908217,1625,33.374384003974505
216,7,Kensington-Cedar Cottage,49.24501800206,-123.065467461877,4798,28.59744313330184
217,6,Renfrew-Collingwood,49.2363237275434,-123.043842732049,5713,39.20365091500674
218,2,Grandview-Woodland,49.2680160431099,-123.065562395117,4740,32.850050488177125
219,1,Mount Pleasant,49.2569853204996,-123.091216481912,3652,33.5624950198473
220,1,Riley Park,49.2528926687961,-123.101277609922,3229,29.232780406005467
221,5,Grandview-Woodland,49.2806092828486,-123.07592887904,4250,89.830223032016
222,7,Downtown,49.2824678039489,-123.105855296089,2957,83.70174595825532
223,1,Kitsilano,49.2661450694925,-123.176052148622,611,30.757838310745136
224,1,Grandview-Woodland,49.2647456152755,-123.070109202788,4566,47.01838626172958
225,11,Downtown,49.2810814509183,-123.106049619997,3009,52.62492835805811
226,1,Renfrew-Collingwood,49.251231987912,-123.034719832319,6120,72.84878572956599
227,2,Grandview-Woodland,49.2769062172505,-123.068988324433,4585,46.05482863728348
228,4,Sunset,49.2186939497697,-123.090558517775,3645,53.967285624767264
229,1,Fairview,49.2689753561771,-123.136150189406,1773,92.27726209619699
230,2,Grandview-Woodland,49.2630719054548,-123.07397415476,4396,36.75808165973956
231,6,Mount Pleasant,49.2593476409494,-123.077963228333,4208,42.87990205202199
232,1,Fairview,49.2639290266157,-123.141688674637,1618,59.6572112659272
233,1,Hastings-Sunrise,49.279314454021,-123.028080262799,6353,32.569799574671244
234,1,Strathcona,49.2709424375538,-123.100171739377,3276,22.664816074887433
235,2,Mount Pleasant,49.2593701097447,-123.078257785722,4208,58.87652745975349
236,1,Downtown,49.278650527149,-123.122540220762,2414,38.971931547000864
237,1,Grandview-Woodland,49.27913978717,-123.071803138464,4440,68.98833694037263
238,5,Strathcona,49.2808469183575,-123.090285457642,3705,64.84234756859912
239,3,Kensington-Cedar Cottage,49.2383293869883,-123.064986500609,4786,27.58174700621423
240,1,Kitsilano,49.2668880180747,-123.14631443798,1457,58.71408618394845
241,1,Kitsilano,49.2644391274471,-123.174284689473,650,38.42051250381338
242,10,Renfrew-Collingwood,49.2590007623709,-123.039583840783,5884,81.38051562378647
243,1,West Point Grey,49.2657714732549,-123.206641957778,85,54.936770566147935
244,1,Victoria-Fraserview,49.2260067382212,-123.065331437766,4742,41.582700507918545
245,1,Kitsilano,49.2579640861844,-123.166282448254,832,39.12475677343139
246,3,Grandview-Woodland,49.281993059998,-123.076658405483,4256,41.98771528254975
247,1,Mount Pleasant,49.2685274113637,-123.104254810652,3046,39.99108788320195
248,2,Fairview,49.2592193824568,-123.142284478261,1611,85.828631633698
249,2,Fairview,49.2592222682385,-123.142497509364,1523,80.76524151904773
250,1,Renfrew-Collingwood,49.2360827984233,-123.040951681234,5871,33.85611952809411
251,4,Fairview,49.2629451588082,-123.138197271311,1719,44.905549112481296
252,1,Fairview,49.2657552041993,-123.127871943391,2167,66.54176064392722
253,2,Mount Pleasant,49.2662044613053,-123.103697958339,3126,70.20143429543653
254,8,Kensington-Cedar Cottage,49.2524507994079,-123.067645523983,4646,26.39042235542003
255,3,West End,49.2843782505389,-123.137982082882,1771,37.95435022057644
256,3,Renfrew-Collingwood,49.2395491681606,-123.053808452314,5345,46.39111568416627
257,4,Mount Pleasant,49.2649645352697,-123.107216649993,2956,44.82412242859675
258,13,Mount Pleasant,49.2634280373233,-123.10048129844,3263,33.895557655412304
259,1,Mount Pleasant,49.264802964076,-123.098421756189,3326,42.310158935773366
260,2,West End,49.2917428122689,-123.142881536347,1592,109.86547716185167
261,1,Kensington-Cedar Cottage,49.2419208122881,-123.087320244704,3758,50.47678909561163
262,1,Killarney,49.2325796744456,-123.033577054206,6167,33.84705111401589
263,1,Killarney,49.2326731499632,-123.033803748393,6167,45.42787536769221
264,5,Dunbar-Southlands,49.2576086575365,-123.185481051891,405,40.07619986458654
265,4,Strathcona,49.2805999927487,-123.097916703431,3410,52.1769328346924
266,1,West End,49.2884263429201,-123.139648430275,1673,25.593612441758097
267,11,Mount Pleasant,49.2627195362653,-123.103991424031,3035,71.64279179759835
268,4,Hastings-Sunrise,49.2814122408828,-123.027009015198,6356,99.70604791250487
269,1,Kitsilano,49.2688089547036,-123.184695013407,361,75.05936183730236
270,7,Grandview-Woodland,49.2742818465488,-123.076826342307,4231,42.60841778704734
271,6,Mount Pleasant,49.2599367731609,-123.10150893864,3215,43.4867692567391
272,1,Strathcona,49.2844307730694,-123.098429973521,3383,42.813163719356254
273,11,Kensington-Cedar Cottage,49.25494905706,-123.089477087709,3693,48.51907261300125
274,1,Downtown,49.2759583520546,-123.121635047215,2435,38.172919459430425
275,1,Mount Pleasant,49.2574912539043,-123.090934351286,3652,31.187107125571995
276,1,Fairview,49.2699730279842,-123.141601551267,1628,67.23490240470483
277,1,Mount Pleasant,49.2641057509815,-123.109777609892,2886,38.238585752982026
278,3,Kensington-Cedar Cottage,49.2399199722868,-123.090006365542,3674,48.43913021692718
279,1,West End,49.2917128019782,-123.133090526223,1967,65.72640757859942
280,1,Sunset,49.2184167734789,-123.083322342227,3952,33.55831339113499
281,1,Renfrew-Collingwood,49.238866426685,-123.024053498044,6481,81.70969748721099
282,3,Marpole,49.2079021916351,-123.140158104053,1631,74.14865931747114
283,1,Strathcona,49.2823993490308,-123.09214537309,3617,60.213761415759556
284,1,Renfrew-Collingwood,49.2369803528981,-123.028063468296,6383,26.958477796080636
285,5,Kensington-Cedar Cottage,49.2553632520813,-123.089510391974,3694,32.43216027331511
286,1,Hastings-Sunrise,49.2808504610063,-123.024441679794,6549,70.08878153388869
287,1,Mount Pleasant,49.2632019135257,-123.094646391553,3504,34.259979250575675
288,1,Strathcona,49.2789348991504,-123.08464579286,3889,32.91098227448446
289,1,Fairview,49.264779760098,-123.140219040078,1619,60.42351571044057
290,1,Mount Pleasant,49.2568357722065,-123.09972186349,3243,73.4423414541606
291,1,Grandview-Woodland,49.2723727097833,-123.066620849323,4749,74.0061535808261
292,2,Strathcona,49.2775743611511,-123.079724305783,4138,36.293044306461034
293,1,Arbutus Ridge,49.2460635355842,-123.154132632134,1147,61.33714095864028
294,1,Sunset,49.2251967394407,-123.091152418676,3659,41.427275409012125
295,1,Fairview,49.2673467209894,-123.141723409423,1622,68.48448446940239
296,1,Sunset,49.2266494533401,-123.091133802696,3661,33.50928112333379
297,2,Marpole,49.2019208716218,-123.134068762458,1870,76.75795693283804
298,1,Downtown,49.2735964951585,-123.124913946926,2322,52.11737949414368
299,3,Kensington-Cedar Cottage,49.244149571059,-123.063770069891,4844,36.091365438673684
300,2,Sunset,49.2252750003037,-123.091149815835,3659,35.49148273254449
301,1,Strathcona,49.2815293992154,-123.094263363234,3568,70.67314320797779
302,1,Kensington-Cedar Cottage,49.2459990704167,-123.089821967013,3681,54.54743928768287
303,2,Renfrew-Collingwood,49.2353754209889,-123.037894455978,5983,37.89111337577198
304,1,Downtown,49.285879907759,-123.116226532396,2624,41.4037254882824
305,10,Downtown,49.2830491819075,-123.109815035164,2866,31.89294421127131
306,1,Sunset,49.2312269773209,-123.090196180655,3667,39.283218360610206
307,3,Grandview-Woodland,49.2809562280128,-123.072294650725,4442,40.84905845680806
308,1,Arbutus Ridge,49.2366891850974,-123.161682839754,973,36.55449447912369
309,1,Arbutus Ridge,49.2372365833345,-123.16166266057,973,85.20649726631807
310,2,Downtown,49.278926484446,-123.126846874881,2240,63.83292524224921
311,2,Fairview,49.2657328904158,-123.130857648599,2034,46.48141117356245
312,4,Victoria-Fraserview,49.226252117959,-123.066109779382,4742,30.921545375188792
313,4,Victoria-Fraserview,49.2264005334397,-123.066105170386,4742,32.225426929720676
314,5,Mount Pleasant,49.2633675274978,-123.112087476675,2758,61.602094934338005
315,1,Mount Pleasant,49.2689052997172,-123.103172414738,3132,48.0834855959013
316,5,Strathcona,49.280869154617,-123.086906413896,3805,30.525130203935614
317,2,South Cambie,49.256397683094,-123.115578397718,2656,51.766031069502084
318,16,Mount Pleasant,49.2641070159134,-123.101415341552,3234,53.87522780507219
319,2,Downtown,49.276599671296,-123.13036405764,2030,77.44447092121088
320,7,Downtown,49.2813166396078,-123.105123446373,3056,59.95035430584838
321,1,Marpole,49.2082106660354,-123.117752162688,2535,90.16562970149114
322,1,West End,49.2839367156148,-123.135164203566,1864,50.5153061337892
323,1,West End,49.2841287465551,-123.135177928755,1864,29.176942787149223
324,1,Kitsilano,49.2633108003813,-123.157378389537,1062,47.559993000186594
325,3,Strathcona,49.2779000467711,-123.099336345055,3283,42.40559107374998
326,2,Grandview-Woodland,49.2728378868286,-123.07636189203,4293,44.92376784982772
327,1,Hastings-Sunrise,49.2654312777863,-123.044771130531,5724,48.292255586040085
328,3,Hastings-Sunrise,49.280876563808,-123.055645363548,5226,70.91158488244247
329,1,Mount Pleasant,49.2637819159862,-123.092704059531,3585,41.300788117088956
330,2,Grandview-Woodland,49.2682717556235,-123.069282557382,4574,52.84778527637598
331,11,Downtown,49.2817059785572,-123.103819363323,3056,45.55197429719897
332,4,Strathcona,49.2819914397787,-123.09707335497,3395,46.77111580980053
333,3,Grandview-Woodland,49.2719953329366,-123.06997158638,4579,33.45371098447369
334,2,West End,49.2800669949741,-123.133496134429,1982,100.68299797848053
335,2,West End,49.2802536969239,-123.133832271302,1901,100.29155018855201
336,2,Kitsilano,49.2630892206526,-123.178994774485,502,70.78856026953144
337,2,West End,49.2800468383026,-123.134433623676,1847,83.34978544288614
338,2,Hastings-Sunrise,49.2697928410249,-123.045236376771,5729,82.63575918525783
339,1,Kitsilano,49.2719987237631,-123.147105939161,1379,70.07300155847119
340,1,Grandview-Woodland,49.2661098593002,-123.0746116955,4402,78.24145178899659
341,3,Mount Pleasant,49.2580864740824,-123.096622252163,3452,33.55178122372262
342,5,Strathcona,49.2694508692929,-123.0997800994,3242,72.84487615653131
343,1,Mount Pleasant,49.266391901424,-123.089822498836,3737,63.30312657898286
344,1,Mount Pleasant,49.2663947262883,-123.090237614898,3647,60.62312454255571
345,1,Dunbar-Southlands,49.2492404870849,-123.176365970413,622,57.963594238184285
346,1,West Point Grey,49.269285201159,-123.187362812937,337,32.28134822900876
347,10,Kensington-Cedar Cottage,49.2474988857579,-123.070881021362,4506,29.62495785475766
348,8,Mount Pleasant,49.2616153731291,-123.100609891029,3257,47.223977835764416
349,1,Strathcona,49.2818495027595,-123.090538508538,3617,71.49842382890762
350,1,Grandview-Woodland,49.2657502212727,-123.07005839431,4567,27.44305906302862
351,4,Kensington-Cedar Cottage,49.2353581096555,-123.06588203194,4775,34.30386509270932
352,4,Mount Pleasant,49.2626860878563,-123.079244266902,4131,73.63073386897689
353,2,West End,49.2796728537602,-123.130710247833,2037,85.58248450910692
354,3,Sunset,49.2271318009612,-123.090304466739,3663,38.350186245255806
355,1,Riley Park,49.2396879366263,-123.099768497478,3265,89.95828270224231
356,2,Downtown,49.274589638616,-123.127562840853,2153,66.81496174363832
357,2,Renfrew-Collingwood,49.2450023376084,-123.024233346325,6507,51.03812388589268
358,9,Strathcona,49.269341590944,-123.100325699954,3242,32.61173006073634
359,1,Fairview,49.2597258169931,-123.116363765414,2590,95.25543749529163
360,3,Mount Pleasant,49.263292538284,-123.100610221939,3227,49.160130230218556
361,5,Mount Pleasant,49.2616972223228,-123.100618166435,3257,39.68932609028327
362,1,Downtown,49.2825688184903,-123.101095382575,3155,84.53077146700517
