longitude,latitude,id,street_count,type,neighbors,crime_count,stores_count
-123.1176529,49.25877024,2589,3,Junction,"[(2590, 80.0258424, 4721), (2692, 191.9825432, 8137), (2503, 172.5559092, 9027)]",8,0
-123.1176256,49.25948986,2590,4,Junction,"[(2591, 104.4523694, 4497), (2589, 80.0258424, 4721), (2693, 191.9467254, 8136), (2506, 172.5186732, 9026)]",4,0
-123.1175911,49.26042916,2591,4,Junction,"[(2592, 206.7455966, 4071), (2590, 104.4523694, 4497), (2695, 192.065139, 8135), (2507, 172.4578618, 9025)]",94,1
-123.1175218,49.26228833,2592,4,Junction,"[(2593, 107.4858707, 3898), (2591, 206.7455966, 4071), (2696, 190.4917574, 8134), (2509, 172.3926874, 9024)]",21,0
-123.1174875,49.26325492,2593,4,Junction,"[(2600, 101.2032051, 3696), (2592, 107.4858707, 3898), (2698, 190.6456932, 8185), (2510, 172.4055291, 9064)]",78,23
-123.1173453,49.20568501,2594,3,Junction,"[(2532, 129.8076991, 7050), (2532, 129.8076991, 8190)]",6,0
-123.1174921,49.26783871,2595,3,Junction,"[(2596, 30.20777146, 6843), (2584, 102.2607883, 7999), (2544, 88.75314352, 8887)]",11,0
-123.1174871,49.26811032,2596,3,Junction,"[(2595, 30.20777146, 6843)]",40,0
-123.1175018,49.27777791,2598,3,Junction,"[(2606, 13.84380598, 2733), (2554, 99.32996454, 5060), (2659, 165.0599472, 10441)]",53,0
-123.117326,49.2060628,2599,3,Junction,"[(2675, 155.1612155, 7048), (2533, 132.8213446, 8189), (2607, 453.5043123, 10689)]",6,0
-123.1174535,49.26416499,2600,4,Junction,"[(2601, 93.23682928, 3498), (2593, 101.2032051, 3696), (2706, 194.7482758, 8184), (2511, 172.4106169, 9063)]",32,0
-123.117422,49.26500342,2601,4,Junction,"[(2602, 93.08523064, 3263), (2600, 93.23682928, 3498), (2708, 195.0967739, 8183), (2513, 172.452679, 9062)]",25,0
-123.1173898,49.26584048,2602,5,Junction,"[(2601, 93.08523064, 3263), (2649, 95.86528753, 8161), (2716, 201.0473962, 8182), (2516, 172.5296899, 9059)]",23,0
-123.1173002,49.24369044,2604,3,Junction,"[(2665, 212.9237957, 7578), (2570, 82.40129275, 7682), (2546, 120.9171014, 8162)]",21,0
-123.1173882,49.2842604,2605,4,Junction,"[(2663, 161.8358722, 8070), (2538, 175.842815, 8953), (2635, 101.4819363, 9706), (2562, 99.28705138, 10385)]",148,14
-123.1173666,49.27769027,2606,3,Junction,"[(2629, 85.48067636, 2732), (2598, 13.84380598, 2733), (2539, 164.669602, 10881)]",5,10
-123.1170953,49.21013934,2607,4,Junction,"[(2634, 74.69069341, 6996), (2558, 98.32424059, 8122), (2608, 140.379637, 10621), (2599, 453.5043123, 10689)]",51,39
-123.1170455,49.21140167,2608,3,Junction,"[(2543, 112.1147247, 8180), (2609, 99.87133924, 10592), (2607, 140.379637, 10621)]",5,0
-123.1170093,49.21229973,2609,4,Junction,"[(2638, 58.63768619, 7040), (2487, 230.0651516, 8179), (2611, 100.6431242, 10304), (2608, 99.87133924, 10592)]",12,1
-123.1171453,49.27546903,2610,3,Junction,"[(2658, 114.0493167, 137), (2578, 99.41528645, 333), (2669, 164.1808828, 10803)]",15,0
-123.116973,49.21320473,2611,4,Junction,"[(2709, 171.823152, 7038), (2490, 230.1979796, 8178), (2613, 100.5757897, 10261), (2609, 100.6431242, 10304)]",12,0
-123.1171134,49.2818473,2612,4,Junction,"[(2650, 99.27210255, 8187), (2660, 125.5244104, 9009), (2579, 101.421929, 9066), (2540, 176.6642967, 9831)]",116,5
-123.1169398,49.21410917,2613,4,Junction,"[(2666, 108.6871855, 7037), (2493, 230.2735779, 8177), (2614, 100.1150195, 10208), (2611, 100.5757897, 10261)]",8,1
-123.1169077,49.21500949,2614,3,Junction,"[(2495, 230.3563353, 8176), (2615, 100.1879969, 10170), (2613, 100.1150195, 10208)]",10,1
-123.1168756,49.21591046,2615,3,Junction,"[(2497, 230.37123, 8175), (2618, 113.7195433, 10132), (2614, 100.1879969, 10170)]",11,0
-123.1169344,49.24103109,2616,3,Junction,"[(2552, 108.3567389, 6838), (2670, 185.2986208, 7903)]",1,0
-123.117008,49.2871172,2617,4,Junction,"[(2517, 220.0312526, 630), (2647, 81.44355526, 4923), (2588, 83.41453686, 6849), (2664, 107.7627546, 10963)]",34,0
-123.116839,49.21693312,2618,4,Junction,"[(2673, 109.7311176, 7034), (2541, 131.1125851, 8173), (2619, 99.23272984, 10080), (2615, 113.7195433, 10132)]",7,2
-123.116804,49.21782545,2619,4,Junction,"[(2734, 257.5464073, 7032), (2542, 132.4247096, 8172), (2620, 135.9583405, 10038), (2618, 99.23272984, 10080)]",9,0
-123.1167556,49.21904802,2620,3,Junction,"[(2545, 133.2432971, 8171), (2623, 299.8690545, 9920), (2619, 135.9583405, 10038)]",21,2
-123.1168724,49.27945746,2621,4,Junction,"[(2659, 98.70271954, 5053), (2586, 99.94375319, 6984), (2689, 176.5781857, 9785), (2554, 164.8838831, 10446)]",80,24
-123.1167224,49.23906284,2622,4,Junction,"[(2670, 116.5305237, 7024), (2563, 187.6116901, 7895), (2651, 217.2701862, 8254)]",15,1
-123.1166494,49.22174452,2623,3,Junction,"[(2560, 115.1355338, 8170), (2626, 383.8381765, 9457), (2620, 299.8690545, 9920)]",11,2
-123.1167936,49.28592266,2624,4,Junction,"[(2664, 101.4959581, 6943), (2562, 161.7934385, 8069), (2663, 99.28730321, 10562), (2588, 104.3292509, 10968)]",56,11
-123.1165131,49.22519609,2626,3,Junction,"[(2573, 115.1965544, 8169), (2627, 101.4541874, 9403), (2623, 383.8381765, 9457)]",8,0
-123.1164769,49.22610839,2627,4,Junction,"[(2750, 257.9047903, 4919), (2571, 118.284195, 8168), (2628, 98.96057931, 9323), (2626, 101.4541874, 9403)]",26,7
-123.1164411,49.22699826,2628,3,Junction,"[(2713, 133.306274, 7031), (2631, 201.0590858, 9202), (2627, 98.96057931, 9323)]",12,0
-123.1165298,49.27715036,2629,4,Junction,"[(2669, 99.30422701, 349), (2606, 85.48067636, 2732), (2697, 164.5828582, 10371), (2578, 164.2022646, 10809)]",33,3
-123.1163684,49.22880621,2631,3,Junction,"[(2715, 129.0428307, 7030), (2632, 111.6693804, 9162), (2628, 201.0590858, 9202)]",4,0
-123.1163275,49.22981034,2632,4,Junction,"[(2740, 240.8672622, 4918), (2581, 118.2897406, 8167), (2633, 102.8107042, 9085), (2631, 111.6693804, 9162)]",5,2
-123.1162904,49.23073483,2633,3,Junction,"[(2746, 240.9456779, 4917), (2637, 100.577662, 8838), (2632, 102.8107042, 9085)]",1,0
-123.1162323,49.21050223,2634,3,Junction,"[(2685, 100.2760929, 6995), (2607, 74.69069341, 6996), (2639, 105.0605863, 10616)]",114,0
-123.1163963,49.28361838,2635,4,Junction,"[(2703, 161.7710575, 8062), (2661, 51.72733209, 8906), (2579, 176.6866839, 8944), (2605, 101.4819363, 9706)]",271,3
-123.116385,49.28296394,2636,3,Junction,"[(2660, 49.66480492, 9013), (2661, 51.13834917, 9015)]",3,5
-123.1162514,49.23163919,2637,3,Junction,"[(2737, 221.1542104, 4916), (2640, 99.42351167, 8762), (2633, 100.577662, 8838)]",4,0
-123.1162048,49.21227905,2638,3,Junction,"[(2705, 112.5643874, 7039), (2609, 58.63768619, 7040), (2639, 92.87387665, 10569)]",3,0
-123.1161944,49.21144695,2639,2,Psudo,"[(2638, 92.87387665, 10569), (2634, 105.0605863, 10616)]",12,5
-123.1162191,49.23253328,2640,3,Junction,"[(2728, 201.1178458, 4915), (2641, 111.7213661, 8697), (2637, 99.42351167, 8762)]",4,1
-123.1161768,49.23353786,2641,4,Junction,"[(2729, 201.03523, 4914), (2583, 121.7550486, 8166), (2644, 104.3928725, 8605), (2640, 111.7213661, 8697)]",16,9
-123.1161958,49.25000351,2642,3,Junction,"[(2643, 66.41344663, 6793), (2677, 62.90251191, 8153), (2556, 158.6653147, 8154)]",1,2
-123.1161802,49.25060083,2643,3,Junction,"[(2645, 100.5483386, 6676), (2642, 66.41344663, 6793), (2557, 158.2562745, 8152)]",0,0
-123.1161393,49.23447658,2644,3,Junction,"[(2730, 201.2955081, 7029), (2646, 101.5513881, 8560), (2641, 104.3928725, 8605)]",72,0
-123.1161532,49.25150511,2645,4,Junction,"[(2652, 101.6258071, 6577), (2643, 100.5483386, 6676), (2679, 71.22255961, 8150), (2559, 157.9045937, 8151)]",2,0
-123.1161031,49.23538975,2646,4,Junction,"[(2733, 201.5819563, 7028), (2585, 122.5154985, 8165), (2648, 102.4387772, 8464), (2644, 101.5513881, 8560)]",12,0
-123.1162201,49.28763779,2647,4,Junction,"[(2536, 225.6629723, 628), (2676, 79.27807652, 2590), (2617, 81.44355526, 4923), (2726, 209.7766164, 10362)]",28,0
-123.1160656,49.23631088,2648,3,Junction,"[(2735, 201.7548785, 7027), (2651, 103.5703298, 8400), (2646, 102.4387772, 8464)]",11,0
-123.116115,49.26603924,2649,2,Psudo,"[(2680, 70.18047392, 8160), (2602, 95.86528753, 8161)]",6,9
-123.1161432,49.28121918,2650,4,Junction,"[(2689, 99.3593146, 7046), (2612, 99.27210255, 8187), (2719, 176.7305693, 9002), (2586, 176.6666599, 9823)]",165,2
-123.1160301,49.23724223,2651,4,Junction,"[(2718, 114.59764, 7026), (2587, 123.3631536, 8164), (2622, 217.2701862, 8254), (2648, 103.5703298, 8400)]",10,2
-123.1160582,49.25240755,2652,4,Junction,"[(2653, 100.0066004, 6475), (2645, 101.6258071, 6577), (2681, 66.74003539, 8148), (2561, 162.0643901, 8149)]",0,0
-123.1160311,49.25330696,2653,4,Junction,"[(2655, 100.5439012, 6239), (2652, 100.0066004, 6475), (2683, 68.98105736, 8146), (2564, 161.8841776, 8147)]",0,0
-123.1160302,49.25511634,2654,4,Junction,"[(2656, 100.4862024, 5880), (2655, 101.5284396, 6059), (2686, 69.61967172, 8142), (2568, 156.967453, 8143)]",3,7
-123.1160003,49.25421114,2655,4,Junction,"[(2654, 101.5284396, 6059), (2653, 100.5439012, 6239), (2684, 64.72204694, 8144), (2566, 161.8391731, 8145)]",1,3
-123.1159953,49.25601994,2656,4,Junction,"[(2657, 100.6749452, 5641), (2654, 100.4862024, 5880), (2687, 65.91258449, 8140), (2574, 156.9837882, 8141)]",1,6
-123.1159604,49.25692525,2657,3,Junction,"[(2656, 100.6749452, 5641), (2690, 64.94596425, 8138), (2576, 156.8327102, 8139)]",4,1
-123.1159605,49.27485617,2658,4,Junction,"[(2694, 108.5461238, 136), (2610, 114.0493167, 137), (2582, 164.7731645, 524), (2712, 136.365551, 10859)]",76,1
-123.1159064,49.27883386,2659,4,Junction,"[(2697, 99.32701717, 2726), (2621, 98.70271954, 5053), (2721, 176.3806087, 9781), (2598, 165.0599472, 10441)]",124,6
-123.1158994,49.28264989,2660,3,Junction,"[(2678, 51.13545439, 9008), (2612, 125.5244104, 9009), (2636, 49.66480492, 9013)]",41,0
-123.1158907,49.28329108,2661,3,Junction,"[(2678, 49.70007753, 8905), (2635, 51.72733209, 8906), (2636, 51.13834917, 9015)]",2,6
-123.1158225,49.28529489,2663,4,Junction,"[(2701, 101.486437, 6944), (2605, 161.8358722, 8070), (2703, 101.3939593, 9903), (2624, 99.28730321, 10562)]",87,17
-123.1158119,49.28657157,2664,3,Junction,"[(2624, 101.4959581, 6943), (2701, 99.19533725, 10556), (2617, 107.7627546, 10963)]",151,8
-123.1155452,49.24518339,2665,4,Junction,"[(2784, 233.2073639, 7021), (2667, 101.9964491, 7464), (2604, 212.9237957, 7578), (2548, 219.7121778, 8158)]",8,3
-123.1154482,49.21408123,2666,3,Junction,"[(2714, 63.24074034, 7036), (2613, 108.6871855, 7037), (2673, 315.4510274, 10124)]",0,0
-123.1155075,49.24610054,2667,4,Junction,"[(2786, 233.2671923, 7020), (2668, 102.0463015, 7362), (2665, 101.9964491, 7464), (2549, 219.7405866, 8157)]",15,0
-123.1154939,49.24701843,2668,4,Junction,"[(2787, 235.3149249, 7019), (2671, 102.7042471, 7279), (2667, 102.0463015, 7362), (2550, 218.1454732, 8156)]",6,0
-123.115561,49.27652096,2669,4,Junction,"[(2712, 105.386861, 158), (2629, 99.30422701, 349), (2723, 164.8771647, 10366), (2610, 164.1808828, 10803)]",51,4
-123.1154337,49.23968474,2670,3,Junction,"[(2622, 116.5305237, 7024), (2616, 185.2986208, 7903), (2718, 304.4936591, 8260)]",6,0
-123.1154334,49.24794143,2671,4,Junction,"[(2788, 233.7365555, 7018), (2674, 116.085744, 7173), (2668, 102.7042471, 7279), (2551, 219.7934265, 8155)]",15,0
-123.1153323,49.21691779,2673,3,Junction,"[(2732, 147.801199, 7033), (2618, 109.7311176, 7034), (2666, 315.4510274, 10124)]",7,0
-123.1153906,49.24898527,2674,4,Junction,"[(2760, 187.2258659, 7052), (2677, 122.6308411, 7062), (2671, 116.085744, 7173), (2553, 219.7879626, 8191)]",39,13
-123.1152758,49.20644166,2675,3,Junction,"[(2845, 372.2898349, 5100), (2599, 155.1612155, 7048), (2685, 502.2027434, 10619)]",10,0
-123.1154595,49.28814035,2676,3,Junction,"[(2575, 216.1962027, 453), (2647, 79.27807652, 2590), (2751, 201.5714564, 10333)]",165,0
-123.1153437,49.25008793,2677,4,Junction,"[(2679, 123.0636766, 6620), (2768, 187.4071194, 7017), (2674, 122.6308411, 7062), (2642, 62.90251191, 8153)]",15,6
-123.1154047,49.28297678,2678,4,Junction,"[(2719, 99.27380191, 8030), (2727, 161.794455, 8115), (2661, 49.70007753, 8905), (2660, 51.13545439, 9008)]",118,1
-123.1152973,49.2511945,2679,4,Junction,"[(2681, 103.9601622, 6535), (2677, 123.0636766, 6620), (2771, 188.0025655, 7016), (2645, 71.22255961, 8150)]",6,2
-123.1153277,49.26640164,2680,2,Psudo,"[(2717, 64.54957824, 8159), (2649, 70.18047392, 8160)]",7,4
-123.1152573,49.25212928,2681,4,Junction,"[(2683, 95.05659836, 6350), (2679, 103.9601622, 6535), (2773, 189.8116945, 7015), (2652, 66.74003539, 8148)]",2,0
-123.1152839,49.26792234,2682,3,Junction,"[(2711, 51.30785942, 8024), (2584, 235.6861932, 8025)]",1,0
-123.1152217,49.25298401,2683,4,Junction,"[(2684, 111.830865, 6117), (2681, 95.05659836, 6350), (2776, 188.3713845, 7014), (2653, 68.98105736, 8146)]",14,2
-123.115179,49.25398957,2684,4,Junction,"[(2686, 100.5700115, 5947), (2683, 111.830865, 6117), (2778, 188.1969416, 7012), (2655, 64.72204694, 8144)]",17,5
-123.1150445,49.21095657,2685,3,Junction,"[(2699, 26.23899722, 5062), (2634, 100.2760929, 6995), (2675, 502.2027434, 10619)]",13,0
-123.1151407,49.25489387,2686,4,Junction,"[(2687, 109.1633499, 5763), (2684, 100.5700115, 5947), (2779, 188.46393, 7011), (2654, 69.61967172, 8142)]",20,21
-123.1151204,49.25587573,2687,4,Junction,"[(2690, 114.1902001, 5521), (2686, 109.1633499, 5763), (2780, 189.8322695, 7010), (2656, 65.91258449, 8140)]",30,16
-123.1151716,49.28059089,2689,4,Junction,"[(2721, 99.3970069, 5098), (2650, 99.3593146, 7046), (2731, 176.6774631, 8951), (2621, 176.5781857, 9785)]",94,2
-123.1150686,49.25690233,2690,4,Junction,"[(2691, 100.5463127, 5319), (2687, 114.1902001, 5521), (2739, 141.7345836, 7009), (2657, 64.94596425, 8138)]",4,8
-123.1150403,49.25780657,2691,3,Junction,"[(2692, 102.4299569, 5146), (2690, 100.5463127, 5319), (2741, 142.1547367, 7007)]",8,25
-123.1150152,49.25872778,2692,4,Junction,"[(2693, 79.90376557, 4728), (2691, 102.4299569, 5146), (2745, 142.8874008, 7006), (2589, 191.9825432, 8137)]",8,9
-123.1149885,49.25944632,2693,4,Junction,"[(2695, 104.5514734, 4504), (2692, 79.90376557, 4728), (2748, 142.903792, 7005), (2590, 191.9467254, 8136)]",23,9
-123.114986,49.27411812,2694,3,Junction,"[(2658, 108.5461238, 136), (2582, 230.1197507, 563), (2754, 166.7169691, 10889)]",17,1
-123.1149522,49.26038648,2695,4,Junction,"[(2696, 206.8226836, 4072), (2693, 104.5514734, 4504), (2752, 142.8090085, 7004), (2591, 192.065139, 8135)]",28,4
-123.1149044,49.26224663,2696,4,Junction,"[(2698, 107.4478742, 3907), (2695, 206.8226836, 4072), (2756, 144.4266116, 7003), (2592, 190.4917574, 8134)]",18,5
-123.1149394,49.27820344,2697,4,Junction,"[(2723, 99.42475216, 342), (2659, 99.32701717, 2726), (2738, 176.7270795, 9691), (2629, 164.5828582, 10371)]",79,4
-123.114868,49.26321285,2698,4,Junction,"[(2702, 82.37625478, 3706), (2696, 107.4478742, 3907), (2758, 144.3841653, 7044), (2593, 190.6456932, 8185)]",178,14
-123.1147132,49.21104915,2699,3,Junction,"[(2757, 145.6178247, 5061), (2685, 26.23899722, 5062), (2704, 128.5558625, 10608)]",8,0
-123.1148461,49.27386281,2700,2,Junction,"[(2514, 434.8726104, 552), (2783, 202.9257099, 10817)]",15,0
-123.1148418,49.28594431,2701,4,Junction,"[(2726, 103.4032201, 5018), (2663, 101.486437, 6944), (2725, 101.4787145, 9901), (2664, 99.19533725, 10556)]",99,16
-123.1147851,49.26394826,2702,3,Junction,"[(2706, 19.39764619, 3512), (2698, 82.37625478, 3706), (2761, 140.7035992, 7043)]",56,10
-123.1148321,49.28465299,2703,4,Junction,"[(2725, 101.4535552, 6935), (2635, 161.7710575, 8062), (2727, 101.3957515, 9070), (2663, 101.3939593, 9903)]",113,15
-123.1146619,49.21220506,2704,2,Psudo,"[(2705, 6.729868008, 10328), (2699, 128.5558625, 10608)]",4,0
-123.1146594,49.21226557,2705,3,Junction,"[(2638, 112.5643874, 7039), (2709, 100.0682225, 10327), (2704, 6.729868008, 10328)]",4,0
-123.1147775,49.26412268,2706,3,Junction,"[(2707, 81.09617552, 3511), (2702, 19.39764619, 3512), (2600, 194.7482758, 8184)]",482,19
-123.1147459,49.26485186,2707,3,Junction,"[(2708, 12.01146611, 3276), (2706, 81.09617552, 3511), (2766, 140.7517289, 7042)]",35,6
-123.1147412,49.26495986,2708,3,Junction,"[(2710, 38.25604601, 3275), (2707, 12.01146611, 3276), (2601, 195.0967739, 8183)]",165,1
-123.1146146,49.21316524,2709,4,Junction,"[(2722, 49.32373103, 5091), (2611, 171.823152, 7038), (2714, 100.8491601, 10292), (2705, 100.0682225, 10327)]",4,0
-123.1147264,49.26530385,2710,2,Psudo,"[(2716, 50.48056721, 3274), (2708, 38.25604601, 3275)]",52,2
-123.1147304,49.26820769,2711,2,Junction,"[(2724, 63.76844956, 7013), (2682, 51.30785942, 8024)]",16,0
-123.1147356,49.27578475,2712,3,Junction,"[(2669, 105.386861, 158), (2833, 401.3988827, 9670), (2658, 136.365551, 10859)]",47,1
-123.1146131,49.22693009,2713,3,Junction,"[(2747, 120.4743598, 5083), (2628, 133.306274, 7031), (2715, 201.051439, 9205)]",2,0
-123.1145799,49.21407211,2714,3,Junction,"[(2767, 137.7048306, 5089), (2666, 63.24074034, 7036), (2709, 100.8491601, 10292)]",3,0
-123.114599,49.22873858,2715,3,Junction,"[(2742, 116.2320644, 5082), (2631, 129.0428307, 7030), (2713, 201.051439, 9205)]",7,0
-123.1146298,49.26575351,2716,4,Junction,"[(2717, 108.726544, 3053), (2710, 50.48056721, 3274), (2770, 135.2523123, 7041), (2602, 201.0473962, 8182)]",9,2
-123.1145973,49.2667313,2717,4,Junction,"[(2716, 108.726544, 3053), (2749, 141.8896271, 7022), (2772, 136.5080858, 7035), (2680, 64.54957824, 8159)]",21,0
-123.1144659,49.23712578,2718,3,Junction,"[(2736, 88.23096449, 7025), (2651, 114.59764, 7026), (2670, 304.4936591, 8260)]",1,0
-123.1144338,49.28234909,2719,4,Junction,"[(2731, 99.35994223, 6861), (2678, 99.27380191, 8030), (2763, 161.7362899, 8108), (2650, 176.7305693, 9002)]",181,1
-123.1142007,49.27996163,2721,4,Junction,"[(2738, 99.37892601, 2780), (2689, 99.3970069, 5098), (2782, 176.7534911, 8947), (2659, 176.3806087, 9781)]",37,1
-123.1139374,49.21316392,2722,3,Junction,"[(2762, 91.87045098, 5090), (2709, 49.32373103, 5091), (2759, 110.7302496, 5092)]",3,0
-123.1139666,49.27757516,2723,3,Junction,"[(2697, 99.42475216, 342), (2789, 176.6237601, 9681), (2669, 164.8771647, 10366)]",43,4
-123.1139137,49.268261,2724,3,Junction,"[(2749, 105.57187, 2553), (2785, 140.7609316, 5075), (2711, 63.76844956, 7013)]",7,0
-123.1138508,49.28530166,2725,4,Junction,"[(2764, 101.5319914, 5012), (2703, 101.4535552, 6935), (2765, 101.385008, 9067), (2701, 101.4787145, 9901)]",54,12
-123.1138511,49.28661124,2726,4,Junction,"[(2751, 99.45432546, 2691), (2701, 103.4032201, 5018), (2764, 102.4135624, 9899), (2647, 209.7766164, 10362)]",30,5
-123.1138406,49.28401174,2727,4,Junction,"[(2765, 101.4374037, 6991), (2678, 161.794455, 8115), (2763, 99.31740344, 8192), (2703, 101.3957515, 9070)]",67,27
-123.1134614,49.23242577,2728,4,Junction,"[(2827, 196.3684116, 2579), (2640, 201.1178458, 4915), (2729, 111.7661626, 8693), (2737, 103.0270198, 8757)]",4,0
-123.1134201,49.23343077,2729,4,Junction,"[(2641, 201.03523, 4914), (2791, 100.5077616, 5081), (2730, 104.4373565, 8602), (2728, 111.7661626, 8693)]",3,0
-123.113379,49.23436982,2730,3,Junction,"[(2644, 201.2955081, 7029), (2733, 101.9081319, 8555), (2729, 104.4373565, 8602)]",6,0
-123.1134627,49.28172044,2731,4,Junction,"[(2782, 99.30322918, 4937), (2719, 99.35994223, 6861), (2794, 161.8094212, 8068), (2689, 176.6774631, 8951)]",53,0
-123.1133031,49.2168997,2732,3,Junction,"[(2774, 52.46549565, 5087), (2673, 147.801199, 7033), (2734, 98.50413287, 10076)]",5,0
-123.1133386,49.23528613,2733,4,Junction,"[(2792, 109.8953684, 5079), (2646, 201.5819563, 7028), (2735, 102.1403701, 8459), (2730, 101.9081319, 8555)]",0,0
-123.113268,49.21778547,2734,3,Junction,"[(2809, 164.1508248, 5086), (2619, 257.5464073, 7032), (2732, 98.50413287, 10076)]",1,0
-123.1132988,49.23620452,2735,3,Junction,"[(2648, 201.7548785, 7027), (2736, 91.92002606, 8395), (2733, 102.1403701, 8459)]",1,0
-123.1132625,49.23703102,2736,3,Junction,"[(2793, 101.5245728, 5078), (2718, 88.23096449, 7025), (2735, 91.92002606, 8395)]",3,0
-123.1132189,49.23152182,2737,3,Junction,"[(2637, 221.1542104, 4916), (2728, 103.0270198, 8757), (2746, 103.769108, 8835)]",0,0
-123.1132296,49.27933277,2738,4,Junction,"[(2789, 99.37045721, 398), (2721, 99.37892601, 2780), (2803, 176.7748108, 8891), (2697, 176.7270795, 9691)]",112,1
-123.1131222,49.256853,2739,3,Junction,"[(2741, 102.6894478, 5494), (2781, 47.45696961, 7008), (2690, 141.7345836, 7009)]",4,0
-123.1130238,49.22969499,2740,4,Junction,"[(2815, 155.8072204, 2764), (2632, 240.8672622, 4918), (2746, 101.7356524, 9081), (2742, 113.077239, 9157)]",0,0
-123.1130872,49.25777642,2741,4,Junction,"[(2807, 141.9497597, 5073), (2745, 102.2529742, 5298), (2739, 102.6894478, 5494), (2691, 142.1547367, 7007)]",6,0
-123.1130052,49.22867792,2742,4,Junction,"[(2822, 160.6806558, 2765), (2715, 116.2320644, 5082), (2740, 113.077239, 9157), (2744, 100.7336199, 9210)]",1,0
-123.1129831,49.22777191,2744,3,Junction,"[(2825, 160.6160664, 2766), (2742, 100.7336199, 9210), (2747, 100.3614755, 9274)]",3,0
-123.1130521,49.25869592,2745,4,Junction,"[(2748, 79.92719953, 4911), (2810, 141.8843592, 5072), (2741, 102.2529742, 5298), (2692, 142.8874008, 7006)]",5,0
-123.1129864,49.2306098,2746,4,Junction,"[(2817, 156.0167162, 2763), (2633, 240.9456779, 4917), (2737, 103.769108, 8835), (2740, 101.7356524, 9081)]",0,0
-123.1129611,49.22686925,2747,4,Junction,"[(2826, 160.5731946, 2767), (2713, 120.4743598, 5083), (2744, 100.3614755, 9274), (2750, 98.94944342, 9318)]",6,0
-123.1130251,49.25941467,2748,4,Junction,"[(2752, 104.5039673, 4697), (2745, 79.92719953, 4911), (2811, 141.9008529, 5071), (2693, 142.903792, 7005)]",12,0
-123.1130424,49.26750159,2749,3,Junction,"[(2724, 105.57187, 2553), (2753, 5.895142105, 5076), (2717, 141.8896271, 7022)]",7,8
-123.1129403,49.22597928,2750,4,Junction,"[(2829, 160.8050478, 2768), (2627, 257.9047903, 4919), (2747, 98.94944342, 9318)]",10,2
-123.1130559,49.28731697,2751,2,Junction,"[(2726, 99.45432546, 2691), (2676, 201.5714564, 10333)]",22,12
-123.1129901,49.26035442,2752,4,Junction,"[(2755, 104.5187641, 4480), (2748, 104.5039673, 4697), (2812, 141.9389923, 5070), (2695, 142.8090085, 7004)]",5,0
-123.1129776,49.26753344,2753,3,Junction,"[(2749, 5.895142105, 5076), (2802, 134.8673244, 5077), (2775, 20.83473513, 5085)]",2,0
-123.1129907,49.27484728,2754,4,Junction,"[(2783, 53.23425764, 155), (2777, 27.85490523, 9674), (2694, 166.7169691, 10889)]",77,0
-123.1129546,49.2612943,2755,3,Junction,"[(2756, 102.3720336, 4269), (2752, 104.5187641, 4480), (2813, 141.9604208, 5069)]",4,0
-123.1129199,49.26221488,2756,4,Junction,"[(2758, 106.9264796, 4070), (2755, 102.3720336, 4269), (2814, 141.9794062, 5068), (2696, 144.4266116, 7003)]",5,0
-123.1127916,49.21140758,2757,3,Junction,"[(2852, 224.0761891, 2736), (2699, 145.6178247, 5061), (2759, 129.0662546, 10594)]",9,0
-123.1128843,49.26317642,2758,4,Junction,"[(2761, 81.69092074, 3877), (2756, 106.9264796, 4070), (2816, 141.0554655, 5096), (2698, 144.3841653, 7044)]",21,15
-123.1127474,49.2125682,2759,4,Junction,"[(2854, 204.3435234, 2775), (2722, 110.7302496, 5092), (2762, 87.444718, 10305), (2757, 129.0662546, 10594)]",5,0
-123.112819,49.2489402,2760,3,Junction,"[(2790, 46.74180933, 7051), (2674, 187.2258659, 7052), (2768, 124.2076173, 7148)]",7,0
-123.112852,49.26391094,2761,4,Junction,"[(2766, 100.5553051, 3670), (2758, 81.69092074, 3877), (2818, 141.0323178, 5095), (2702, 140.7035992, 7043)]",11,7
-123.1127157,49.21335441,2762,4,Junction,"[(2855, 204.7607182, 2774), (2722, 91.87045098, 5090), (2767, 77.62173697, 10263), (2759, 87.444718, 10305)]",3,0
-123.1128699,49.28338338,2763,4,Junction,"[(2795, 101.4472885, 6983), (2794, 99.32114713, 7053), (2719, 161.7362899, 8108), (2727, 99.31740344, 8192)]",204,7
-123.112869,49.285951,2764,3,Junction,"[(2725, 101.5319914, 5012), (2796, 101.3898803, 9065), (2726, 102.4135624, 9899)]",135,7
-123.1128596,49.28466036,2765,4,Junction,"[(2796, 101.4776489, 5057), (2727, 101.4374037, 6991), (2795, 99.32168424, 8188), (2725, 101.385008, 9067)]",332,3
-123.1128121,49.26481508,2766,4,Junction,"[(2770, 100.6360376, 3469), (2761, 100.5553051, 3670), (2824, 140.9709516, 5094), (2707, 140.7517289, 7042)]",7,0
-123.1126894,49.21405243,2767,3,Junction,"[(2714, 137.7048306, 5089), (2769, 25.32360213, 10262), (2762, 77.62173697, 10263)]",2,0
-123.1127709,49.25005703,2768,4,Junction,"[(2857, 202.9420273, 2576), (2771, 116.6224726, 6725), (2677, 187.4071194, 7017), (2760, 124.2076173, 7148)]",4,0
-123.1126808,49.21428015,2769,3,Junction,"[(2858, 203.651811, 2773), (2774, 290.2347906, 10121), (2767, 25.32360213, 10262)]",7,0
